Global_ID,ENTRY,Rep,block,Location,Check,Plot,End Plot,Expt,Pedigree,Name,Rng,Pas,Year,PLOTWT,MOIST,SDWT,FLWR,HT,LDG,MTR,DS,CBB,P_FT,CWT_A,ADJ_SDWT
2002_2029,18,2,5,SVREC,0,2029,FALSE,2002,"ND9902621-2, ECLIPSE",I03390,5,32,2020,1433.9,13.8,20.2,45,44,1,97,6,3,15,28.97954823,21.23463415
2001_2029,18,2,5,SVREC,0,2029,FALSE,2001,N15331/N16404,N19239,5,44,2020,1722.2,13.96,18.7,45,49,1,97,6,3,15,34.74157209,19.62131707
2011_2029,19,2,6,SVREC,3,2029,FALSE,2011,"PNE-6-94-75/Kodiak, LAPAZ",I07113,6,68,2020,1857.3,15.8,40,43,44,3,98,4,2,15,36.66567043,41.07317073
2012_2029,14,2,8,SVREC,0,2029,FALSE,2012,NE4-18-23,I19739,8,74,2020,1545.9,13.91,41.9,42,31,3,99,3,3,15,31.20323237,43.98989024
2013_2030,30,2,5,SVREC,0,2030,FALSE,2013,B16507/B15453,B19340,5,14,2020,1665.9,14.73,23.5,45,60,1,97,6,1,15,33.30509459,24.43713415
2002_2030,30,2,5,SVREC,0,2030,FALSE,2002,B16507/B15453,B19340,5,33,2020,1735.9,14.04,23.5,45,44,1,97,6,1,15,34.98537958,24.63487805
2001_2030,30,2,5,SVREC,0,2030,TRUE,2001,N14243/N15326,N19226,5,45,2020,1784.5,14,18.2,45,54,2,96,5,4,15,35.98160104,19.08780488
2011_2030,27,2,6,SVREC,0,2030,FALSE,2011,PK16-1,I17546,6,69,2020,1517.7,14.88,37.9,42,34,4,96,2,1,15,30.28886708,39.34204878
2012_2030,9,2,8,SVREC,0,2030,FALSE,2012,"PT11-13-31, USDA RATTLER",I20801,8,75,2020,2070.3,13.26,43.6,43,42,2,96,5,3,15,42.10349812,46.12029268
2013_2031,23,2,6,SVREC,0,2031,FALSE,2013,B15414/B16504,B19309,6,9,2020,1717.8,12.32,20.5,47,59,1,96,7,2,15,35.31332568,21.92
2002_2031,23,2,6,SVREC,0,2031,FALSE,2002,B15414/B16504,B19309,6,28,2020,1972.1,14.26,20.4,47,60,1,96,7,2,15,39.6440388,21.33043902
2001_2031,23,2,6,SVREC,0,2031,FALSE,2001,N15331/N16404,N19240,6,40,2020,1743.7,14.1,20,45,49,2,96,5,4,15,35.11805152,20.95121951
2011_2031,4,2,7,SVREC,0,2031,FALSE,2011,NE1-18-28,I20808,7,65,2020,1870,13.05,42.5,42,45,2,96,4,3,15,38.12208744,45.06554878
2012_2031,1,2,8,SVREC,0,2031,FALSE,2012,"MIB 780/Matterhorn, SB3_0347",I19734,8,76,2020,1450.6,14,38.9,42,39,3,96,2,2,15,29.24903921,40.79756098
2013_2032,12,2,6,SVREC,0,2032,FALSE,2013,B10244/B12724,B17207,6,10,2020,1333,12.62,18,46,56,1,96,6,5,15,27.30911775,19.18097561
2002_2032,12,2,6,SVREC,0,2032,FALSE,2002,B10244/B12724,B17207,6,29,2020,1452.6,14.36,18.1,45,48,1,96,6,5,15,29.16675937,18.90346341
2001_2032,12,2,6,SVREC,0,2032,FALSE,2001,N11230/N11298,N15306,6,41,2020,1575.9,13.93,20.1,47,54,1,97,5,4,15,31.80137798,21.09764634
2011_2032,22,2,7,SVREC,0,2032,FALSE,2011,NDF141506,I19716,7,66,2020,1766,13.38,40.1,44,56,3,98,4,3,15,35.865291,42.35929268
2012_2032,12,2,8,SVREC,0,2032,FALSE,2012,PK9-15,I19718,8,77,2020,1853,13.6,40.4,43,47,4,96,2,2,15,37.5365749,42.56780488
2013_2033,7,2,6,SVREC,0,2033,FALSE,2013,B10244/B15430,B18204,6,11,2020,1701.6,12.75,21.8,46,60,1,96,5,1,15,34.80874719,23.19573171
2002_2033,7,2,6,SVREC,0,2033,FALSE,2002,B10244/B15430,B18204,6,30,2020,1397.7,14.14,20.7,44,44,1,96,5,3,15,28.13651662,21.67441463
2001_2033,7,2,6,SVREC,0,2033,FALSE,2001,N15341/N14238,N18130,6,42,2020,1884.1,13.79,19.4,48,55,1,96,6,3,15,38.08264242,20.39602439
2011_2033,16,2,7,SVREC,0,2033,FALSE,2011,NE2-18-3,I19741,7,67,2020,1582.8,14.49,48.9,42,41,3,98,2,2,15,31.73280247,50.99315854
2013_2034,33,2,6,SVREC,0,2034,FALSE,2013,B16507/B15453,B19339,6,12,2020,1695,14.19,23,45,63,1,97,5,2,15,34.10146877,24.06865854
2002_2034,33,2,6,SVREC,0,2034,FALSE,2002,B16507/B15453,B19339,6,31,2020,1665.2,14.11,23.5,46,49,2,97,5,2,15,33.53316031,24.61481707
2001_2034,33,2,6,SVREC,0,2034,FALSE,2001,N14243/N14218,N19283,6,43,2020,1536.9,14.07,18.8,47,53,2,97,5,2,15,30.96391757,19.70102439
2011_2034,40,2,7,SVREC,0,2034,FALSE,2011,Eldorado*/Palomino//G13444 (SDP),P19103,7,68,2020,1593.9,14.98,36.1,43,47,3,98,3,2,15,31.77222662,37.42953659
2013_2035,28,2,6,SVREC,0,2035,FALSE,2013,N16405/B16504,B19302,6,13,2020,1825.9,12.22,18.4,47,62,1,96,6,3,15,37.57837927,19.69697561
2002_2035,28,2,6,SVREC,0,2035,FALSE,2002,N16405/B16504,B19302,6,32,2020,1683.7,13.53,18.5,46,47,1,96,6,3,15,34.13466548,19.50847561
2001_2035,28,2,6,SVREC,0,2035,FALSE,2001,N14201/N15331,N19216,6,44,2020,1349.7,14.28,18.3,47,52,2,97,5,2,15,27.12594585,19.13019512
2011_2035,12,2,7,SVREC,0,2035,FALSE,2011,R12859/R12844,R17604,7,69,2020,1964,15.63,31.9,42,48,2,96,5,2,15,38.8503569,32.8219878
2013_2036,11,2,6,SVREC,0,2036,FALSE,2013,B14302/B10244,B17922,6,14,2020,1632.6,13.03,20.5,47,64,1,98,6,4,15,33.29007262,21.7425
2002_2036,11,2,6,SVREC,0,2036,FALSE,2002,B14302/B10244,B17922,6,33,2020,1621,14.69,19.7,46,49,2,97,5,4,15,32.42264469,20.49520732
2001_2036,11,2,6,SVREC,0,2036,TRUE,2001,N14230/N12447,N17506,6,45,2020,1655.4,14.32,19.3,46,50,2,97,5,2,15,33.25430601,20.16614634
2011_2036,10,2,8,SVREC,0,2036,FALSE,2011,S14706/R13752,S18904,8,65,2020,2284.9,15.64,41,44,45,1,96,6,2,15,45.19279993,42.18
2011_2037,28,2,8,SVREC,0,2037,FALSE,2011,SR16-2,I19719,8,66,2020,1670.2,12.92,34.5,42,45,2,96,4,3,15,34.09984304,36.63731707
2011_2038,23,2,8,SVREC,0,2038,FALSE,2011,GN16-7-3,I19717,8,67,2020,1797.9,13.18,38.3,41,44,2,99,4,3,15,36.59744731,40.55129268
2011_2039,26,2,8,SVREC,0,2039,FALSE,2011,NE1-17-19,I18605,8,68,2020,1198,16.87,42.2,42,36,4,100,2,2,15,23.34963407,42.78153659
2011_2040,6,2,8,SVREC,0,2040,FALSE,2011,G14525/P14815,G18512,8,69,2020,2016.5,12.28,38.9,46,34,3,99,2,3,15,41.47270185,41.6135122
2013_3001,33,3,1,SVREC,0,3001,FALSE,2013,B16507/B15453,B19339,7,3,2020,1328.8,12.12,21.8,0,57,0,0,0,0,15,27.37884657,23.36321951
2002_3001,33,3,1,SVREC,0,3001,FALSE,2002,B16507/B15453,B19339,7,22,2020,1768.4,13.55,22.5,0,48,1,96,6,0,15,35.84354734,23.72103659
2001_3001,33,3,1,SVREC,0,3001,FALSE,2001,N14243/N14218,N19283,7,34,2020,1695.4,14.13,19.1,0,53,2,97,5,0,15,34.13336635,20.00142683
2005_3001,10,3,1,SVREC,0,3001,FALSE,2005,G16339/G16318,G19623,7,46,2020,1769.8,13.28,36.9,0,54,2,96,5,0,15,35.98395875,39.024
2007_3001,10,3,1,SVREC,2,3001,FALSE,2007,"SR99238/Merlot, VIPER",I13401,7,54,2020,1991.3,13.75,30.8,0,50,2,96,4,0,15,40.26811292,32.39634146
2011_3001,35,3,1,SVREC,0,3001,FALSE,2011,"ND121448, ND FALCON",I16705,9,60,2020,1284.7,12.15,35.9,0,50,2,96,4,0,15,26.46116557,38.46115854
2012_3001,12,3,1,SVREC,0,3001,FALSE,2012,PK9-15,I19718,9,70,2020,1975.7,15.35,41.1,0,50,3,95,7,0,15,39.21149877,42.42823171
2006_3001,7,3,9,SVREC,2,3001,FALSE,2006,"PNE-6-94-75/Kodiak, LAPAZ",I07113,9,78,2020,1895.59,14.51,32.84,0,38,3,93,4,0,15,37.99489129,34.23770244
2013_3002,2,3,1,SVREC,0,3002,FALSE,2013,B10244/B12724,B17220,7,4,2020,1532.9,13.27,20.2,0,56,0,0,0,0,15,31.1708504,21.36519512
2002_3002,2,3,1,SVREC,0,3002,FALSE,2002,B10244/B12724,B17220,7,23,2020,1605.2,14.53,20.6,0,45,1,96,5,0,15,32.16683529,21.47173171
2001_3002,2,3,1,SVREC,1,3002,FALSE,2001,"MEDALIST/N08003, ALPENA",N11283,7,35,2020,1720.6,14.35,19,0,52,2,97,5,0,15,34.55196619,19.84573171
2005_3002,24,3,1,SVREC,3,3002,FALSE,2005,"ND121630, ND PEGASUS",I15652,7,47,2020,1959.4,13.75,41,0,59,1,96,5,0,15,39.62303041,43.125
2007_3002,8,3,1,SVREC,0,3002,FALSE,2007,R12845/R12859,R17602,7,55,2020,2091.2,14.01,39.6,0,47,1,96,5,0,15,42.16081519,41.52687805
2011_3002,18,3,1,SVREC,0,3002,FALSE,2011,PT16-7,I20813,9,61,2020,1250.18,12.87,42.5,0,35,3,98,3,0,15,25.53910897,45.15884146
2012_3002,13,3,1,SVREC,0,3002,FALSE,2012,"XRAV-40-4, SANKARA",I16708,9,71,2020,1265.7,13.81,23,0,38,1,96,4,0,15,25.57720834,24.1752439
2006_3002,11,3,9,SVREC,0,3002,FALSE,2006,P16911/P16901,P19713,9,79,2020,1934.7,14.64,32.2,0,45,2,92,5,0,15,38.71983682,33.51941463
2013_3003,30,3,1,SVREC,0,3003,FALSE,2013,B16507/B15453,B19340,7,5,2020,1713,12.93,23.6,0,60,0,0,0,0,15,34.96965822,25.05917073
2002_3003,30,3,1,SVREC,0,3003,FALSE,2002,B16507/B15453,B19340,7,24,2020,1539.4,13.99,23.4,0,47,1,96,5,0,15,31.04315906,24.54431707
2001_3003,30,3,1,SVREC,0,3003,FALSE,2001,N14243/N15326,N19226,7,36,2020,2151.1,14.04,17,0,54,1,96,6,0,15,43.35333257,17.82097561
2005_3003,8,3,1,SVREC,0,3003,FALSE,2005,G16351/P16902,G19613,7,48,2020,2047,13.59,41,0,50,1,98,5,0,15,41.47126931,43.205
2007_3003,13,3,1,SVREC,4,3003,FALSE,2007,"R94037/R94161, MERLOT",R98026,7,56,2020,1342.6,14.79,40.1,0,36,4,98,3,0,15,26.82271212,41.66976829
2011_3003,23,3,1,SVREC,0,3003,FALSE,2011,GN16-7-3,I19717,9,62,2020,1498,13.74,40.9,0,50,3,96,5,0,15,30.29610152,43.02480488
2012_3003,21,3,1,SVREC,0,3003,FALSE,2012,"Eldorado/G13467, EIGER",G16351,9,72,2020,1976.3,12.32,33.5,0,55,2,98,4,0,15,40.62738709,35.8204878
2006_3003,1,3,9,SVREC,0,3003,FALSE,2006,P11519/P12610,P16902,9,80,2020,2058.12,14.64,34.35,0,54,1,92,6,0,15,41.18988502,35.7575122
2013_3004,4,3,1,SVREC,0,3004,FALSE,2013,B14303/B12724,B18236,7,6,2020,1572.1,12.17,19.3,0,48,0,0,0,0,15,32.3734162,20.67218293
2002_3004,4,3,1,SVREC,0,3004,FALSE,2002,B14303/B12724,B18236,7,25,2020,1575.2,14.56,19.3,0,46,2,96,5,0,15,31.55458139,20.10965854
2001_3004,4,3,1,SVREC,0,3004,FALSE,2001,N14230/N12447,N17505,7,37,2020,1709.7,14.48,20.3,0,48,1,97,6,0,15,34.28096859,21.17141463
2005_3004,16,3,1,SVREC,0,3004,FALSE,2005,X15405/G13444,G19619,7,49,2020,1700.9,12.98,39,0,38,3,97,4,0,15,34.70270595,41.38756098
2007_3004,4,3,2,SVREC,0,3004,FALSE,2007,S14706/R13752,S18907,8,54,2020,1756.8,14.36,40.3,0,40,2,97,5,0,15,35.274792,42.08892683
2011_3004,21,3,1,SVREC,0,3004,FALSE,2011,ND131406,I19715,9,63,2020,1381.2,12.19,37,0,42,3,97,3,0,15,28.43583772,39.62158537
2012_3004,31,3,1,SVREC,0,3004,FALSE,2012,P14815/G14525,P18603,9,73,2020,1824.3,13.72,42.1,0,33,3,98,3,0,15,36.90386686,44.29741463
2006_3004,2,3,9,SVREC,0,3004,FALSE,2006,P11522/LONG'S PEAK,P18608,9,81,2020,1782.3,15.07,34.7,0,47,2,92,5,0,15,35.49011539,35.93989024
