Global_ID,MTR_ADJ,MTR_Days,GDD,Global_ID2,Plot,ENTRY,REP,IBLK,Rng,Pas,Name,Identity1,Pedigree,Experiment Name,Origin,Selection,Description1,Year,Location,Planter,Harvester
22051010,41,101,19.662,2205_1010,1010,26,1,2,2,43,N22626,NA,N19241/B19302,2205,20N137-01-01,21-22T394,20A0137-20L137-20-21T174-21T1072-21-22T394,2022,SVREC,548,358
22051011,42,102,19.7039604,2205_1011,1011,18,1,3,3,39,N22618,NA,N19216/N17505,2205,20N121-06-01,21-22T367,20A0121-20L121-20-21T108-21T1041-21-22T367,2022,SVREC,497,439
22051012,40,100,19.66161616,2205_1012,1012,15,1,3,3,40,N22615,NA,N18130/N17505,2205,20N118-04-04,21-22T357,20A0118-20L118-20-21T96-21T1033-21-22T357,2022,SVREC,518,440
22051013,41,101,19.662,2205_1013,1013,27,1,3,3,41,N22627,NA,N19241/B19302,2205,20N137-01-02,21-22T395,20A0137-20L137-20-21T174-21T1072-21-22T395,2022,SVREC,523,441
22051014,41,101,19.662,2205_1014,1014,2,1,3,3,42,N22602,NA,N17505/N18122,2205,20N105-01-04,21-22T322,20A0105-20L105-20-21T21-21T1004-21-22T322,2022,SVREC,544,442
22051015,41,101,19.662,2205_1015,1015,33,1,3,3,43,N22633,NA,N18122/B18504,2205,19N136-05-02-01,21-22T485,19A0136-19L134-20T1139-20-21T388-21T1259-21-22T485,2022,SVREC,549,443
22051016,40,100,19.66161616,2205_1016,1016,37,1,4,4,39,N22637,NA,B18504R/N17505,2205,20B266-07-01,21-22T944,20A0266-20L265-20-21T644-21T1404-21-22T944,2022,SVREC,498,762
22051017,39,99,19.70204082,2205_1017,1017,17,1,4,4,40,N22617,NA,N19216/N17505,2205,20N121-03-02,21-22T366,20A0121-20L121-20-21T105-21T1040-21-22T366,2022,SVREC,517,761
22051018,42,102,19.7039604,2205_1018,1018,9,1,4,4,41,N22609,NA,N18122/N19253,2205,20N114-04-02,21-22T339,20A0114-20L114-20-21T75-21T1025-21-22T339,2022,SVREC,524,760
22051019,41,101,19.662,2205_1019,1019,29,1,4,4,42,N22629,NA,N19253/B18504R,2205,20N149-02-01,21-22T410,20A0149-20L149-20-21T219-21T1091-21-22T410,2022,SVREC,543,759
22051020,40,100,19.66161616,2205_1020,1020,36,1,4,4,43,N22636,NA,B16501/N15306,2205,20B206-03-01,21-22T836,20A0206-20L206-20-21T449-21T1308-21-22T836,2022,SVREC,550,758
22051021,38,98,19.77731959,2205_1021,1021,40,1,5,5,39,I22001,LIBERTY,LIBERTY,2205,Provita 15095,NA,NA,2022,SVREC,499,839
22051022,41,101,19.662,2205_1022,1022,20,1,5,5,40,N22620,NA,N19216/N18130,2205,20N123-02-03,21-22T374,20A0123-20L123-20-21T121-21T1047-21-22T374,2022,SVREC,516,840
22051023,41,101,19.662,2205_1023,1023,8,1,5,5,41,N22608,NA,N18122/N19253,2205,20N114-04-01,21-22T338,20A0114-20L114-20-21T75-21T1025-21-22T338,2022,SVREC,525,841
22051024,38,98,19.77731959,2205_1024,1024,3,1,5,5,42,N22603,NA,N17505/N18122,2205,20N105-05-02,21-22T325,20A0105-20L105-20-21T25-21T1006-21-22T325,2022,SVREC,542,842
22051025,38,98,19.77731959,2205_1025,1025,21,1,5,5,43,N22621,NA,N19216/N18130,2205,20N123-03-01,21-22T376,20A0123-20L123-20-21T122-21T1048-21-22T376,2022,SVREC,551,843
22051026,41,101,19.662,2205_1026,1026,22,1,6,6,39,N22622,NA,N19216/B18224,2205,20N124-03-03,21-22T381,20A0124-20L124-20-21T125-21T1049-21-22T381,2022,SVREC,500,1162
22051027,38,98,19.77731959,2205_1027,1027,12,1,6,6,40,N22612,NA,N18130/N17505,2205,20N118-02-01,21-22T349,20A0118-20L118-20-21T94-21T1031-21-22T349,2022,SVREC,515,1161
22051028,42,102,19.7039604,2205_1028,1028,31,1,6,6,41,N22631,NA,N15306/B10244,2205,19N101-02-03-01,21-22T434,19A0101-19L101-20T1002-20-21T257-21T1204-21-22T434,2022,SVREC,526,1160
22051029,42,102,19.7039604,2205_1029,1029,38,1,6,6,42,N22638,NA,B18504R/N17505,2205,20B266-07-04,21-22T947,20A0266-20L265-20-21T644-21T1404-21-22T947,2022,SVREC,541,1159
22051030,41,101,19.662,2205_1030,1030,34,1,6,6,43,N22634,NA,N18128/B18231,2205,19N146-05-01-01,21-22T493,19A0146-19L144-20T1184-20-21T414-21T1271-21-22T493,2022,SVREC,552,1158
22051031,41,101,19.662,2205_1031,1031,19,1,7,7,39,N22619,NA,N19216/N17505,2205,20N121-08-01,21-22T370,20A0121-20L121-20-21T110-21T1042-21-22T370,2022,SVREC,501,1239
22051032,41,101,19.662,2205_1032,1032,24,1,7,7,40,N22624,NA,N19241/N18122,2205,20N130-01-01,21-22T389,20A0130-20L130-20-21T149-21T1063-21-22T389,2022,SVREC,514,1240
22051033,41,101,19.662,2205_1033,1033,11,1,7,7,41,N19246,NA,N15331/N16405,2205,17N136-01-05,18-19T402,17A0136-17L164-17-18T359-18T1110-18-19T402,2022,SVREC,527,1241
22051034,41,101,19.662,2205_1034,1034,10,1,7,7,42,N22610,NA,N18122/N19253,2205,20N114-04-03,21-22T340,20A0114-20L114-20-21T75-21T1025-21-22T340,2022,SVREC,540,1242
22051035,38,98,19.77731959,2205_1035,1035,5,1,7,7,43,N22605,NA,N17505/B18224,2205,20N107-05-01,21-22T327,20A0107-20L107-20-21T36-21T1010-21-22T327,2022,SVREC,553,1243
22051036,42,102,19.7039604,2205_1036,1036,7,1,8,8,39,N22607,NA,N18122/N19241,2205,20N113-02-02,21-22T336,20A0113-20L113-20-21T68-21T1023-21-22T336,2022,SVREC,502,1562
22051037,41,101,19.662,2205_1037,1037,30,1,8,8,40,N22630,NA,N19253/B19309,2205,20N150-02-01,21-22T411,20A0150-20L150-20-21T222-21T1093-21-22T411,2022,SVREC,513,1561
22051038,41,101,19.662,2205_1038,1038,25,1,8,8,41,N20404,NA,B16505/N17504,2205,18B258-02-02,19-20T808,18A0258-18L254-18-19T755-19T1355-19-20T808,2022,SVREC,528,1560
22051039,40,100,19.66161616,2205_1039,1039,32,1,8,8,42,N22632,NA,N18112/B10244,2205,19N117-03-01-04,21-22T462,19A0117-19L116-20T1062-20-21T314-21T1229-21-22T462,2022,SVREC,539,1559
22051040,39,99,19.70204082,2205_1040,1040,16,1,8,8,43,N22616,NA,N19216/N17505,2205,20N121-01-02,21-22T361,20A0121-20L121-20-21T103-21T1038-21-22T361,2022,SVREC,554,1558
22052001,41,101,19.662,2205_2001,2001,40,2,1,1,44,I22001,LIBERTY,LIBERTY,2205,Provita 15095,NA,NA,2022,SVREC,572,44
22052002,42,102,19.7039604,2205_2002,2002,37,2,1,1,45,N22637,NA,B18504R/N17505,2205,20B266-07-01,21-22T944,20A0266-20L265-20-21T644-21T1404-21-22T944,2022,SVREC,573,45
22052003,42,102,19.7039604,2205_2003,2003,28,2,1,1,46,N11283,ALPENA,"MEDALIST/N08003, ALPENA",2205,09N058 -05-05,NA,NA,2022,SVREC,598,46
22052004,42,102,19.7039604,2205_2004,2004,10,2,1,1,47,N22610,NA,N18122/N19253,2205,20N114-04-03,21-22T340,20A0114-20L114-20-21T75-21T1025-21-22T340,2022,SVREC,599,47
22052005,42,102,19.7039604,2205_2005,2005,32,2,1,1,48,N22632,NA,N18112/B10244,2205,19N117-03-01-04,21-22T462,19A0117-19L116-20T1062-20-21T314-21T1229-21-22T462,2022,SVREC,624,48
22052006,41,101,19.662,2205_2006,2006,16,2,2,2,44,N22616,NA,N19216/N17505,2205,20N121-01-02,21-22T361,20A0121-20L121-20-21T103-21T1038-21-22T361,2022,SVREC,571,357
22052007,43,103,19.69019608,2205_2007,2007,4,2,2,2,45,N18103,NA,N13120/PR00806-81,2205,16N103-06-03,17-18T440,16A0103-16L102-16-17T13-17T1006-17-18T440,2022,SVREC,574,356
22052008,42,102,19.7039604,2205_2008,2008,24,2,2,2,46,N22624,NA,N19241/N18122,2205,20N130-01-01,21-22T389,20A0130-20L130-20-21T149-21T1063-21-22T389,2022,SVREC,597,355
22052009,41,101,19.662,2205_2009,2009,3,2,2,2,47,N22603,NA,N17505/N18122,2205,20N105-05-02,21-22T325,20A0105-20L105-20-21T25-21T1006-21-22T325,2022,SVREC,600,354
22052010,42,102,19.7039604,2205_2010,2010,27,2,2,2,48,N22627,NA,N19241/B19302,2205,20N137-01-02,21-22T395,20A0137-20L137-20-21T174-21T1072-21-22T395,2022,SVREC,623,353
22052011,41,101,19.662,2205_2011,2011,19,2,3,3,44,N22619,NA,N19216/N17505,2205,20N121-08-01,21-22T370,20A0121-20L121-20-21T110-21T1042-21-22T370,2022,SVREC,570,444
22052012,43,103,19.69019608,2205_2012,2012,6,2,3,3,45,N22606,NA,N18122/N19241,2205,20N113-02-01,21-22T335,20A0113-20L113-20-21T68-21T1023-21-22T335,2022,SVREC,575,445
22052013,41,101,19.662,2205_2013,2013,2,2,3,3,46,N22602,NA,N17505/N18122,2205,20N105-01-04,21-22T322,20A0105-20L105-20-21T21-21T1004-21-22T322,2022,SVREC,596,446
22052014,42,102,19.7039604,2205_2014,2014,17,2,3,3,47,N22617,NA,N19216/N17505,2205,20N121-03-02,21-22T366,20A0121-20L121-20-21T105-21T1040-21-22T366,2022,SVREC,601,447
22052015,42,102,19.7039604,2205_2015,2015,20,2,3,3,48,N22620,NA,N19216/N18130,2205,20N123-02-03,21-22T374,20A0123-20L123-20-21T121-21T1047-21-22T374,2022,SVREC,622,448
22052016,38,98,19.77731959,2205_2016,2016,21,2,4,4,44,N22621,NA,N19216/N18130,2205,20N123-03-01,21-22T376,20A0123-20L123-20-21T122-21T1048-21-22T376,2022,SVREC,569,757
22052017,41,101,19.662,2205_2017,2017,18,2,4,4,45,N22618,NA,N19216/N17505,2205,20N121-06-01,21-22T367,20A0121-20L121-20-21T108-21T1041-21-22T367,2022,SVREC,576,756
22052018,41,101,19.662,2205_2018,2018,29,2,4,4,46,N22629,NA,N19253/B18504R,2205,20N149-02-01,21-22T410,20A0149-20L149-20-21T219-21T1091-21-22T410,2022,SVREC,595,755
22052019,42,102,19.7039604,2205_2019,2019,22,2,4,4,47,N22622,NA,N19216/B18224,2205,20N124-03-03,21-22T381,20A0124-20L124-20-21T125-21T1049-21-22T381,2022,SVREC,602,754
22052020,38,98,19.77731959,2205_2020,2020,5,2,4,4,48,N22605,NA,N17505/B18224,2205,20N107-05-01,21-22T327,20A0107-20L107-20-21T36-21T1010-21-22T327,2022,SVREC,621,753
22052021,38,98,19.77731959,2205_2021,2021,11,2,5,5,44,N19246,NA,N15331/N16405,2205,17N136-01-05,18-19T402,17A0136-17L164-17-18T359-18T1110-18-19T402,2022,SVREC,568,844
22052022,38,98,19.77731959,2205_2022,2022,35,2,5,5,45,N22635,NA,N18128/B18231,2205,19N146-05-01-02,21-22T494,19A0146-19L144-20T1184-20-21T414-21T1271-21-22T494,2022,SVREC,577,845
22052023,41,101,19.662,2205_2023,2023,38,2,5,5,46,N22638,NA,B18504R/N17505,2205,20B266-07-04,21-22T947,20A0266-20L265-20-21T644-21T1404-21-22T947,2022,SVREC,594,846
22052024,38,98,19.77731959,2205_2024,2024,14,2,5,5,47,N22614,NA,N18130/N17505,2205,20N118-04-03,21-22T356,20A0118-20L118-20-21T96-21T1033-21-22T356,2022,SVREC,603,847
22052025,41,101,19.662,2205_2025,2025,30,2,5,5,48,N22630,NA,N19253/B19309,2205,20N150-02-01,21-22T411,20A0150-20L150-20-21T222-21T1093-21-22T411,2022,SVREC,620,848
22052026,42,102,19.7039604,2205_2026,2026,36,2,6,6,44,N22636,NA,B16501/N15306,2205,20B206-03-01,21-22T836,20A0206-20L206-20-21T449-21T1308-21-22T836,2022,SVREC,567,1157
22052027,42,102,19.7039604,2205_2027,2027,33,2,6,6,45,N22633,NA,N18122/B18504,2205,19N136-05-02-01,21-22T485,19A0136-19L134-20T1139-20-21T388-21T1259-21-22T485,2022,SVREC,578,1156
22052028,42,102,19.7039604,2205_2028,2028,1,2,6,6,46,N22601,NA,N17505/N18122,2205,20N105-01-02,21-22T320,20A0105-20L105-20-21T21-21T1004-21-22T320,2022,SVREC,593,1155
22052029,41,101,19.662,2205_2029,2029,34,2,6,6,47,N22634,NA,N18128/B18231,2205,19N146-05-01-01,21-22T493,19A0146-19L144-20T1184-20-21T414-21T1271-21-22T493,2022,SVREC,604,1154
22052030,40,100,19.66161616,2205_2030,2030,23,2,6,6,48,N22623,NA,N19241/N18103,2205,20N129-06-02,21-22T387,20A0129-20L129-20-21T148-21T1062-21-22T387,2022,SVREC,619,1153
22052031,43,103,19.69019608,2205_2031,2031,8,2,7,7,44,N22608,NA,N18122/N19253,2205,20N114-04-01,21-22T338,20A0114-20L114-20-21T75-21T1025-21-22T338,2022,SVREC,566,1244
22052032,42,102,19.7039604,2205_2032,2032,7,2,7,7,45,N22607,NA,N18122/N19241,2205,20N113-02-02,21-22T336,20A0113-20L113-20-21T68-21T1023-21-22T336,2022,SVREC,579,1245
22052033,42,102,19.7039604,2205_2033,2033,26,2,7,7,46,N22626,NA,N19241/B19302,2205,20N137-01-01,21-22T394,20A0137-20L137-20-21T174-21T1072-21-22T394,2022,SVREC,592,1246
22052034,42,102,19.7039604,2205_2034,2034,39,2,7,7,47,I21920,HMS BOUNTY,HMS BOUNTY,2205,"Provita, 12047",NA,navy,2022,SVREC,605,1247
22052035,38,98,19.77731959,2205_2035,2035,12,2,7,7,48,N22612,NA,N18130/N17505,2205,20N118-02-01,21-22T349,20A0118-20L118-20-21T94-21T1031-21-22T349,2022,SVREC,618,1248
22052036,37,97,19.81145833,2205_2036,2036,13,2,8,8,44,N22613,NA,N18130/N17505,2205,20N118-02-02,21-22T350,20A0118-20L118-20-21T94-21T1031-21-22T350,2022,SVREC,565,1557
22052037,38,98,19.77731959,2205_2037,2037,15,2,8,8,45,N22615,NA,N18130/N17505,2205,20N118-04-04,21-22T357,20A0118-20L118-20-21T96-21T1033-21-22T357,2022,SVREC,580,1556
22052038,38,98,19.77731959,2205_2038,2038,25,2,8,8,46,N20404,NA,B16505/N17504,2205,18B258-02-02,19-20T808,18A0258-18L254-18-19T755-19T1355-19-20T808,2022,SVREC,591,1555
22052039,41,101,19.662,2205_2039,2039,31,2,8,8,47,N22631,NA,N15306/B10244,2205,19N101-02-03-01,21-22T434,19A0101-19L101-20T1002-20-21T257-21T1204-21-22T434,2022,SVREC,606,1554
22052040,41,101,19.662,2205_2040,2040,9,2,8,8,48,N22609,NA,N18122/N19253,2205,20N114-04-02,21-22T339,20A0114-20L114-20-21T75-21T1025-21-22T339,2022,SVREC,617,1553
22053001,42,102,19.7039604,2205_3001,3001,31,3,1,9,39,N22631,NA,N15306/B10244,2205,19N101-02-03-01,21-22T434,19A0101-19L101-20T1002-20-21T257-21T1204-21-22T434,2022,SVREC,503,1639
22053002,38,98,19.77731959,2205_3002,3002,19,3,1,9,40,N22619,NA,N19216/N17505,2205,20N121-08-01,21-22T370,20A0121-20L121-20-21T110-21T1042-21-22T370,2022,SVREC,512,1640
22053003,41,101,19.662,2205_3003,3003,32,3,1,9,41,N22632,NA,N18112/B10244,2205,19N117-03-01-04,21-22T462,19A0117-19L116-20T1062-20-21T314-21T1229-21-22T462,2022,SVREC,529,1641
22053004,41,101,19.662,2205_3004,3004,29,3,1,9,42,N22629,NA,N19253/B18504R,2205,20N149-02-01,21-22T410,20A0149-20L149-20-21T219-21T1091-21-22T410,2022,SVREC,538,1642
22053005,38,98,19.77731959,2205_3005,3005,23,3,1,9,43,N22623,NA,N19241/N18103,2205,20N129-06-02,21-22T387,20A0129-20L129-20-21T148-21T1062-21-22T387,2022,SVREC,555,1643
22053006,37,97,19.81145833,2205_3006,3006,25,3,2,9,44,N20404,NA,B16505/N17504,2205,18B258-02-02,19-20T808,18A0258-18L254-18-19T755-19T1355-19-20T808,2022,SVREC,564,1644
22053007,40,100,19.66161616,2205_3007,3007,1,3,2,9,45,N22601,NA,N17505/N18122,2205,20N105-01-02,21-22T320,20A0105-20L105-20-21T21-21T1004-21-22T320,2022,SVREC,581,1645
22053008,38,98,19.77731959,2205_3008,3008,4,3,2,9,46,N18103,NA,N13120/PR00806-81,2205,16N103-06-03,17-18T440,16A0103-16L102-16-17T13-17T1006-17-18T440,2022,SVREC,590,1646
22053009,38,98,19.77731959,2205_3009,3009,2,3,2,9,47,N22602,NA,N17505/N18122,2205,20N105-01-04,21-22T322,20A0105-20L105-20-21T21-21T1004-21-22T322,2022,SVREC,607,1647
22053010,38,98,19.77731959,2205_3010,3010,21,3,2,9,48,N22621,NA,N19216/N18130,2205,20N123-03-01,21-22T376,20A0123-20L123-20-21T122-21T1048-21-22T376,2022,SVREC,616,1648
22053011,41,101,19.662,2205_3011,3011,38,3,3,10,39,N22638,NA,B18504R/N17505,2205,20B266-07-04,21-22T947,20A0266-20L265-20-21T644-21T1404-21-22T947,2022,SVREC,504,1962
22053012,40,100,19.66161616,2205_3012,3012,40,3,3,10,40,I22001,LIBERTY,LIBERTY,2205,Provita 15095,NA,NA,2022,SVREC,511,1961
22053013,43,103,19.69019608,2205_3013,3013,39,3,3,10,41,I21920,HMS BOUNTY,HMS BOUNTY,2205,"Provita, 12047",NA,navy,2022,SVREC,530,1960
22053014,41,101,19.662,2205_3014,3014,27,3,3,10,42,N22627,NA,N19241/B19302,2205,20N137-01-02,21-22T395,20A0137-20L137-20-21T174-21T1072-21-22T395,2022,SVREC,537,1959
22053015,40,100,19.66161616,2205_3015,3015,36,3,3,10,43,N22636,NA,B16501/N15306,2205,20B206-03-01,21-22T836,20A0206-20L206-20-21T449-21T1308-21-22T836,2022,SVREC,556,1958
22053016,38,98,19.77731959,2205_3016,3016,14,3,4,10,44,N22614,NA,N18130/N17505,2205,20N118-04-03,21-22T356,20A0118-20L118-20-21T96-21T1033-21-22T356,2022,SVREC,563,1957
22053017,38,98,19.77731959,2205_3017,3017,34,3,4,10,45,N22634,NA,N18128/B18231,2205,19N146-05-01-01,21-22T493,19A0146-19L144-20T1184-20-21T414-21T1271-21-22T493,2022,SVREC,582,1956
22053018,42,102,19.7039604,2205_3018,3018,9,3,4,10,46,N22609,NA,N18122/N19253,2205,20N114-04-02,21-22T339,20A0114-20L114-20-21T75-21T1025-21-22T339,2022,SVREC,589,1955
22053019,38,98,19.77731959,2205_3019,3019,5,3,4,10,47,N22605,NA,N17505/B18224,2205,20N107-05-01,21-22T327,20A0107-20L107-20-21T36-21T1010-21-22T327,2022,SVREC,608,1954
22053020,42,102,19.7039604,2205_3020,3020,8,3,4,10,48,N22608,NA,N18122/N19253,2205,20N114-04-01,21-22T338,20A0114-20L114-20-21T75-21T1025-21-22T338,2022,SVREC,615,1953
22053021,40,100,19.66161616,2205_3021,3021,17,3,5,11,39,N22617,NA,N19216/N17505,2205,20N121-03-02,21-22T366,20A0121-20L121-20-21T105-21T1040-21-22T366,2022,SVREC,505,2039
22053022,41,101,19.662,2205_3022,3022,22,3,5,11,40,N22622,NA,N19216/B18224,2205,20N124-03-03,21-22T381,20A0124-20L124-20-21T125-21T1049-21-22T381,2022,SVREC,510,2040
22053023,38,98,19.77731959,2205_3023,3023,35,3,5,11,41,N22635,NA,N18128/B18231,2205,19N146-05-01-02,21-22T494,19A0146-19L144-20T1184-20-21T414-21T1271-21-22T494,2022,SVREC,531,2041
22053024,40,100,19.66161616,2205_3024,3024,16,3,5,11,42,N22616,NA,N19216/N17505,2205,20N121-01-02,21-22T361,20A0121-20L121-20-21T103-21T1038-21-22T361,2022,SVREC,536,2042
22053025,41,101,19.662,2205_3025,3025,10,3,5,11,43,N22610,NA,N18122/N19253,2205,20N114-04-03,21-22T340,20A0114-20L114-20-21T75-21T1025-21-22T340,2022,SVREC,557,2043
22053026,41,101,19.662,2205_3026,3026,28,3,6,11,44,N11283,ALPENA,"MEDALIST/N08003, ALPENA",2205,09N058 -05-05,NA,NA,2022,SVREC,562,2044
22053027,38,98,19.77731959,2205_3027,3027,3,3,6,11,45,N22603,NA,N17505/N18122,2205,20N105-05-02,21-22T325,20A0105-20L105-20-21T25-21T1006-21-22T325,2022,SVREC,583,2045
22053028,38,98,19.77731959,2205_3028,3028,12,3,6,11,46,N22612,NA,N18130/N17505,2205,20N118-02-01,21-22T349,20A0118-20L118-20-21T94-21T1031-21-22T349,2022,SVREC,588,2046
22053029,41,101,19.662,2205_3029,3029,18,3,6,11,47,N22618,NA,N19216/N17505,2205,20N121-06-01,21-22T367,20A0121-20L121-20-21T108-21T1041-21-22T367,2022,SVREC,609,2047
22053030,41,101,19.662,2205_3030,3030,6,3,6,11,48,N22606,NA,N18122/N19241,2205,20N113-02-01,21-22T335,20A0113-20L113-20-21T68-21T1023-21-22T335,2022,SVREC,614,2048
22053031,41,101,19.662,2205_3031,3031,26,3,7,12,39,N22626,NA,N19241/B19302,2205,20N137-01-01,21-22T394,20A0137-20L137-20-21T174-21T1072-21-22T394,2022,SVREC,506,2362
22053032,41,101,19.662,2205_3032,3032,30,3,7,12,40,N22630,NA,N19253/B19309,2205,20N150-02-01,21-22T411,20A0150-20L150-20-21T222-21T1093-21-22T411,2022,SVREC,509,2361
22053033,41,101,19.662,2205_3033,3033,24,3,7,12,41,N22624,NA,N19241/N18122,2205,20N130-01-01,21-22T389,20A0130-20L130-20-21T149-21T1063-21-22T389,2022,SVREC,532,2360
22053034,41,101,19.662,2205_3034,3034,15,3,7,12,42,N22615,NA,N18130/N17505,2205,20N118-04-04,21-22T357,20A0118-20L118-20-21T96-21T1033-21-22T357,2022,SVREC,535,2359
22053035,42,102,19.7039604,2205_3035,3035,37,3,7,12,43,N22637,NA,B18504R/N17505,2205,20B266-07-01,21-22T944,20A0266-20L265-20-21T644-21T1404-21-22T944,2022,SVREC,558,2358
22053036,41,101,19.662,2205_3036,3036,20,3,8,12,44,N22620,NA,N19216/N18130,2205,20N123-02-03,21-22T374,20A0123-20L123-20-21T121-21T1047-21-22T374,2022,SVREC,561,2357
22053037,41,101,19.662,2205_3037,3037,11,3,8,12,45,N19246,NA,N15331/N16405,2205,17N136-01-05,18-19T402,17A0136-17L164-17-18T359-18T1110-18-19T402,2022,SVREC,584,2356
22053038,40,100,19.66161616,2205_3038,3038,33,3,8,12,46,N22633,NA,N18122/B18504,2205,19N136-05-02-01,21-22T485,19A0136-19L134-20T1139-20-21T388-21T1259-21-22T485,2022,SVREC,587,2355
22053039,41,101,19.662,2205_3039,3039,7,3,8,12,47,N22607,NA,N18122/N19241,2205,20N113-02-02,21-22T336,20A0113-20L113-20-21T68-21T1023-21-22T336,2022,SVREC,610,2354
22053040,38,98,19.77731959,2205_3040,3040,13,3,8,12,48,N22613,NA,N18130/N17505,2205,20N118-02-02,21-22T350,20A0118-20L118-20-21T94-21T1031-21-22T350,2022,SVREC,613,2353
22061001,43,103,19.69019608,2206_1001,1001,82,1,1,1,49,B20536,NA,B15430/B16504,2206,18B217-10-02,19-20T626,18A0217-18L216-18-19T508-19T1228-19-20T626,2022,SVREC,625,49
22061002,41,101,19.662,2206_1002,1002,13,1,1,1,50,B22813,NA,N18112/B18504,2206,19N118-06-02-01,21-22T463,19A0118-19L117-20T1071-20-21T319-21T1231-21-22T463,2022,SVREC,650,50
22061003,41,101,19.662,2206_1003,1003,29,1,1,1,51,B22829,NA,B17897/B18232,2206,20B218-03-01,21-22T852,20A0218-20L218-20-21T492-21T1333-21-22T852,2022,SVREC,651,51
22061004,38,98,19.77731959,2206_1004,1004,20,1,1,1,52,B22820,NA,B16501/B18504R,2206,20B203-03-02,21-22T834,20A0203-20L203-20-21T439-21T1304-21-22T834,2022,SVREC,676,52
22061005,41,101,19.662,2206_1005,1005,3,1,1,1,53,B22803,NA,N17505/B18504R,2206,20N108-02-03,21-22T333,20A0108-20L108-20-21T41-21T1012-21-22T333,2022,SVREC,677,53
22061006,41,101,19.662,2206_1006,1006,84,1,1,1,54,B20599,NA,B16506/B15430,2206,18B261-03-01,19-20T821,18A0261-18L257-18-19T772-19T1362-19-20T821,2022,SVREC,702,54
22061007,41,101,19.662,2206_1007,1007,61,1,1,1,55,B22861,NA,B17922/B18231,2206,19B272-03-02,21-22T1010,19A2012-20L300-20-21T802-21T1466-21-22T1010,2022,SVREC,703,55
22061008,43,103,19.69019608,2206_1008,1008,65,1,2,2,49,B22865,NA,B15453/B18504,2206,19B212-02-03-03,21-22T1030,19A0212-19L212-20T1218-20-21T894-21T1505-21-22T1030,2022,SVREC,626,352
22061009,42,102,19.7039604,2206_1009,1009,45,1,2,2,50,B22845,NA,B18232/B17207,2206,20B245-06-02,21-22T915,20A0245-20L245-20-21T579-21T1375-21-22T915,2022,SVREC,649,351
22061010,43,103,19.69019608,2206_1010,1010,39,1,2,2,51,B22839,NA,B18204/B19302,2206,20B236-03-03,21-22T899,20A0236-20L236-20-21T555-21T1362-21-22T899,2022,SVREC,652,350
22061011,41,101,19.662,2206_1011,1011,41,1,2,2,52,B22841,NA,B18224/B17897,2206,20B241-03-04,21-22T905,20A0241-20L241-20-21T567-21T1368-21-22T905,2022,SVREC,675,349
22061012,41,101,19.662,2206_1012,1012,63,1,2,2,53,B22863,NA,B18231/B17922,2206,19B281-02-02,21-22T1017,19A2021-20L309-20-21T832-21T1476-21-22T1017,2022,SVREC,678,348
22061013,38,98,19.77731959,2206_1013,1013,18,1,2,2,54,B22818,NA,B16501/B18224,2206,20B201-04-03,21-22T831,20A0201-20L201-20-21T431-21T1301-21-22T831,2022,SVREC,701,347
22061014,43,103,19.69019608,2206_1014,1014,53,1,2,2,55,B22853,NA,B19309/B18222,2206,20B278-05-03,21-22T976,20A0278-20L277-20-21T719-21T1438-21-22T976,2022,SVREC,704,346
22061015,41,101,19.662,2206_1015,1015,59,1,3,3,49,B22859,NA,B17922/B18204,2206,19B271-01-04,21-22T1008,19A2011-20L299-20-21T793-21T1464-21-22T1008,2022,SVREC,627,449
22061016,42,102,19.7039604,2206_1016,1016,36,1,3,3,50,B22836,NA,B18204/B18224,2206,20B232-04-01,21-22T882,20A0232-20L232-20-21T540-21T1353-21-22T882,2022,SVREC,648,450
22061017,38,98,19.77731959,2206_1017,1017,19,1,3,3,51,B22819,NA,B16501/B18224,2206,20B201-04-04,21-22T832,20A0201-20L201-20-21T431-21T1301-21-22T832,2022,SVREC,653,451
22061018,41,101,19.662,2206_1018,1018,48,1,3,3,52,B22848,NA,B18236/B19309,2206,20B256-01-01,21-22T928,20A0256-20L255-20-21T604-21T1385-21-22T928,2022,SVREC,674,452
22061019,38,98,19.77731959,2206_1019,1019,7,1,3,3,53,B22807,NA,N19216/N17505,2206,20N121-02-02,21-22T363,20A0121-20L121-20-21T104-21T1039-21-22T363,2022,SVREC,679,453
